대여소번호,대여소명,거치대수,주소,위도,경도,구
1001.0,광진교 남단 사거리(디지털프라자앞),15,서울특별시 강동구 구천면로 171 376 남단사거리,37.54180527,127.12471771,강동구
1002.0,해공공원(천호동),10,서울특별시 강동구 올림픽로 702 265,37.54521942,127.12591553,강동구
1003.0,해공도서관앞,20,서울특별시 강동구 올림픽로 702 367,37.54391479,127.12545776,강동구
1004.0,삼성광나루아파트 버스정류장,10,서울특별시 강동구 상암로3길 77 암사동 534,37.55334854,127.12886047,강동구
1006.0,롯데캐슬 115동앞,15,서울특별시 강동구 양재대로 1665 명일동 304,37.5549202,127.14279938,강동구
1007.0,암사동 선사유적지,16,서울특별시 강동구 올림픽로 875 암사동 139-2,37.55951691,127.13084412,강동구
1008.0,암사역 3번출구(국민은행앞),10,서울특별시 강동구 올림픽로 지하 776 암사동 555,37.5495491,127.12715149,강동구
1009.0,천호역4번출구(현대백화점),20,서울특별시 강동구 천호대로 지하 997 성내동 62-1,37.53865814,127.12421417,강동구
101.0,(구)합정동 주민센터,5,서울특별시 마포구 동교로8길 58 444-12,37.54956055,126.90575409,마포구
1010.0,강동세무서,20,서울특별시 강동구 천호대로 1139 길동 467,37.53448105,127.13834381,강동구
1011.0,LIGA 아파트 앞,20,서울특별시 강동구 천호대로 1120 성내동 450-31,37.53477097,127.13523865,강동구
1012.0,서울 상운차량,15,서울특별시 강동구 올림픽로 610 성내동 93-34,37.536026,127.12272644,강동구
1013.0,강동구청역 1번 출입구,15,서울특별시 강동구 올림픽로 지하 550 1번 출입구,37.53077316,127.1209259,강동구
1014.0,강동구평생학습관앞,15,서울특별시 강동구 고덕로 295 명일동 320-2,37.55080032,127.1426239,강동구
1015.0,샛마을 근린공원,13,서울특별시 강동구 구천면로 431-2 샛마을 근린공원,37.55007935,127.14691162,강동구
1016.0,해뜨는 주유소옆 리엔파크 109동앞,10,서울특별시 강동구 상일로 152 강일동 607-14,37.55939865,127.17115784,강동구
1017.0,맥도날드(길동),20,서울특별시 강동구 천호대로 1207 맥도날드(길동),37.53547287,127.14517212,강동구
1018.0,둔촌 주공 GS 맞은편,20,서울특별시 강동구 양재대로 1330 둔촌동 541-6,37.52468109,127.13540649,강동구
1019.0,다성이즈빌아파트(호원대 대각선 맞은편),10,서울특별시 강동구 성내로 91 다성이즈빌아파트(호원대 대각선 맞은편),37.52682495,127.13002777,강동구
102.0,망원역 1번출구 앞,20,서울특별시 마포구 월드컵로 72 475-54,37.5556488,126.91062927,마포구
1020.0,강동경찰서,15,서울특별시 강동구 성내로 57 강동경찰서,37.52828979,127.12680054,강동구
1021.0,강일동 리슈빌 빌딩앞,15,서울특별시 강동구 아리수로 419 강일동 306-7,37.56430054,127.1739502,강동구
1022.0,길동 사거리(초소앞),20,서울특별시 강동구 양재대로 1441 성내동 379-41,37.53376389,127.13803101,강동구
1023.0,한국종합기술사옥 앞,15,서울특별시 강동구 상일동 504 상일동 삼성엔지니어링 앞,37.54999924,127.17469025,강동구
1024.0,강동구청 앞,10,서울특별시 성내동 546-3 강동구청 앞,37.5292511,127.12310791,강동구
1025.0,상일초등학교,10,서울특별시 상일동 440-3 상일초등학교,37.54684067,127.17251587,강동구
1026.0,대명초교 입구 교차로,14,서울특별시 명일동 59 대명초교 입구 교차로,37.54663086,127.15588379,강동구
1027.0,프라자 아파트 앞,20,서울특별시 길동 176-3 프라자 아파트 앞,37.5359993,127.14769745,강동구
1028.0,포레스 주상복합 빌딩,10,서울특별시 성내동 119-2 포레스 주상복합 빌딩,37.53310013,127.12277985,강동구
1029.0,롯데 시네마,10,서울특별시 성내동 44-1 롯데 시네마,37.53654099,127.12539673,강동구
103.0,망원역 2번출구 앞,14,서울특별시 마포구 월드컵로 79 378-18,37.55495071,126.91083527,마포구
1030.0,미호 플랜트 앞,15,서울특별시 성내동 478 미호 플랜트 앞,37.52706146,127.12207031,강동구
1031.0,암사동 CBIS,15,서울특별시 암사동 440-13 암사동 CBIS,37.55585098,127.12989807,강동구
1032.0,선사고등학교,20,서울특별시 암사동 445 선사고등학교,37.55672836,127.13620758,강동구
1033.0,고덕동 아남아파트,10,서울특별시 고덕동 673 고덕동 아남아파트,37.55799103,127.14470673,강동구
1034.0,고덕동 래미안 힐스테이트,15,서울특별시 고덕동 603 고덕동 래미안 힐스테이트,37.56190872,127.15074921,강동구
1035.0,고덕역 4번출구,20,서울특별시 명일동 46-5 고덕역 4번출구,37.55501556,127.15527344,강동구
1036.0,고덕동 주양쇼핑,10,서울특별시 명일동 48-2 고덕동 주양쇼핑,37.55199814,127.15329742,강동구
1037.0,강일 6단지,10,서울특별시 강일동 448-2 강일 6단지,37.56258774,127.1776123,강동구
1038.0,강일 다솜 어린이 공원,10,서울특별시 강일동 333-2 강일 다솜 어린이 공원,37.56866837,127.17479706,강동구
1039.0,고덕초등학교,7,서울특별시 고덕동 215 고덕초등학교,37.5612793,127.1678009,강동구
104.0,합정역 1번출구 앞,13,서울특별시 마포구 양화로 59 393-7,37.55062866,126.91498566,마포구
1041.0,묘곡초등학교,10,서울특별시 고덕동 499-2 묘곡초등학교,37.55919647,127.15329742,강동구
1042.0,5단지 사이,10,서울특별시 강일동 63-20 강일 2.5단지 사이,37.56856155,127.17700195,강동구
1044.0,굽은다리역,15,서울특별시 양재대로 1572 굽은다리역,37.54539871,127.14260101,강동구
1047.0,건강보험 강동지사kt,10,서울특별시 강동구 천호대로175길 39 건강보험 강동지사kt,37.53638077,127.13725281,강동구
1048.0,동부기업(둔촌동),10,서울특별시 강동구 진황도로 172 동부기업,37.53101349,127.1423645,강동구
1049.0,강일동 10단지 아파트,10,서울특별시 강동구 고덕로97길 20 강일동 10단지 아파트,37.56118011,127.18026733,강동구
105.0,합정역 5번출구 앞,5,서울특별시 마포구 양화로 48 394-95,37.55000687,126.91482544,마포구
1050.0,둔촌역 3번 출입구,15,서울특별시 강동구 양재대로 1355 둔촌역 3번 출입구,37.52669525,127.13552856,강동구
1051.0,양지시장 (용성약국앞) 입구,15,서울특별시 강동구 고덕로 109 양지시장 (용성약국앞) 입구,37.55482864,127.13732147,강동구
1052.0,리싸이클시티,10,서울특별시 강동구 동남로 930 리싸이클시티,37.55646896,127.1568222,강동구
1053.0,동명근린공원 진입로 (아리수로),8,서울특별시 강동구 아리수로 324 동명근린공원 진입로 (아리수로),37.56253815,127.16452789,강동구
1054.0,말우물 어린이 공원,10,서울특별시 강동구 상일로21길 14-7 말우물 어린이 공원,37.560009,127.16957855,강동구
1056.0,강일리엔파크 7~11단지,10,서울특별시 강동구 아리수로98길 25 강일리엔파크 7~11단지,37.5633316,127.17909241,강동구
1057.0,능골근린공원,15,서울특별시 강동구 상일로12길 60 능골근린공원,37.55578995,127.17381287,강동구
1058.0,고덕숲 아이파크 1,12,서울특별시 강동구 고덕로80길 134 고덕숲 아이파크,37.55347061,127.16500092,강동구
1059.0,레미안 강동팰리스(102동),15,서울특별시 강동구 천호대로 1077 레미안 강동팰리스(102동),37.5381813,127.13175201,강동구
106.0,합정역 7번출구 앞,10,서울특별시 마포구 독막로 4 381-1,37.54864502,126.91282654,마포구
1060.0,천일초교 사거리,8,서울특별시 강동구 구천면로 275 천일초교 사거리,37.54465866,127.13263702,강동구
1061.0,천호초교 입구 사거리(일주빌딩),10,서울특별시 강동구 구천면로 304 일주빌딩,37.54692841,127.13462067,강동구
1062.0,고덕숲 아이파크 2,15,서울특별시 강동구 고덕로80길 134 고덕숲 아이파크,37.5510788,127.16262054,강동구
107.0,신한은행 서교동금융센터점 앞,5,서울특별시 마포구 월드컵북로 35 449-28,37.55751038,126.91850281,마포구
108.0,서교동 사거리,10,서울특별시 마포구 양화로 93 427,37.55274582,126.91861725,마포구
109.0,제일빌딩 앞,10,서울특별시 마포구 어울마당로 26 12-2,37.54769135,126.91998291,마포구
110.0,사천교,20,서울특별시 서대문구 홍제천로 11 446-92,37.56819916,126.91784668,서대문구
1101.0,개화동상사마을종점 버스정류장,10,서울특별시 강서구 개화동로5길 3-8 강서구 개화동 424-2,37.58161163,126.79859924,강서구
1102.0,방화사거리 마을버스 버스정류장,10,서울특별시 강서구 양천로17길 6 강서구 방화동 769-23,37.57364273,126.81180573,강서구
1103.0,방화역 4번출구앞,10,서울특별시 강서구 금낭화로 135 강서구 방화동 829-8,37.57722092,126.81219482,강서구
1105.0,방화근린공원,10,서울특별시 강서구 금낭화로 176 강서구 방화동 855,37.58162308,126.81265259,강서구
1106.0,신방화사거리,10,서울특별시 강서구 방화대로 342 신방화 사거리,37.57303238,126.81645203,강서구
1108.0,공항시장역 1번출구,8,서울특별시 강서구 방화동로 지하 30 강서구 방화동 612-249,37.56356049,126.81015015,강서구
1109.0,공항시장역 4번출구,6,서울특별시 강서구 방화동로 지하 30 강서구 공항동 산20-2,37.56334686,126.81048584,강서구
111.0,상수역 2번출구 앞,10,서울특별시 마포구 와우산로 40 309-10,37.54787064,126.92353058,마포구
1110.0,공항중학교앞,10,서울특별시 강서구 방화대로 241 공항중학교 앞,37.56268311,126.8162384,강서구
1111.0,마곡엠밸리6_7단지 마곡중학교,15,서울특별시 강서구 마곡중앙5로 58 강서구 마곡동 743-3,37.56698227,126.82180023,강서구
1112.0,마곡엠밸리4단지 정문,15,서울특별시 강서구 마곡서로 175 강서구 마곡동 754-6,37.56857681,126.8247757,강서구
1113.0,서남환경공원 버스정류장,15,서울특별시 강서구 양천로 201 강서구 마곡동 222-30,37.57309341,126.82289886,강서구
1114.0,서남물재생센터 버스정류장,15,서울특별시 강서구 양천로 200 강서구 마곡동 223-6,37.57278061,126.82627869,강서구
1115.0,등촌역 1번출구옆,10,서울특별시 강서구 공항대로59길 8 강서구 등촌동 666-90,37.55166626,126.86408997,강서구
1117.0,스타벅스앞,10,서울특별시 강서구 공항대로 329 강서구 등촌동 675-7,37.55819702,126.84426117,강서구
1118.0,증미역 3번출구뒤(등촌두산위브센티움오피스텔),10,서울특별시 강서구 양천로 지하 560 강서구 등촌동 666-40,37.55746078,126.86145782,강서구
1119.0,염창동 한마음아파트앞(염창동 빛나는 음악학원앞),6,서울특별시 강서구 양천로 637 강서구 염창동 284-18,37.55425262,126.86756134,강서구
112.0,극동방송국 앞,10,서울특별시 마포구 와우산로 56 89-2,37.54920197,126.92320251,마포구
1120.0,대림경동아파트앞,10,서울특별시 강서구 허준로 121 강서구 가양동 1475-2,37.56518936,126.85399628,강서구
1121.0,가양레포츠센터앞,15,서울특별시 강서구 양천로61길 101 강서구 가양동 1484-5,37.55947876,126.86437988,강서구
1122.0,황금내근린공원,10,서울특별시 강서구 허준로 221-40 강서구 가양동 1485-5,37.56193161,126.86386871,강서구
1124.0,발산역 6번출구옆(다이소앞),10,서울특별시 강서구 공항대로 280 강서구 내발산동 645-1,37.55796814,126.83828735,강서구
1125.0,명덕고교입구(영종빌딩),10,서울특별시 강서구 강서로 304 강서구 내발산동 724-42,37.55291367,126.83657074,강서구
1126.0,우장산역 1번출구옆(우장산아이파크105동앞),7,서울특별시 강서구 강서로 지하 262 강서구 화곡동 1159-6,37.54890823,126.83656311,강서구
1127.0,화곡역(에이스정형외과앞) 버스정류장,10,서울특별시 강서구 화곡로 157 강서구 화곡동 1089-52,37.54098129,126.83854675,강서구
1128.0,화곡역 6번출구,10,서울특별시 강서구 화곡로 지하 168 화곡역 6번출구,37.54141235,126.84022522,강서구
1129.0,화곡역 1번 출구 앞,7,서울특별시 강서구 화곡로 지하 168 강서구 화곡동 1089-43,37.542099,126.84021759,강서구
113.0,홍대입구역 2번출구 앞,25,서울특별시 마포구 양화로 165 156-8,37.55749893,126.92380524,마포구
1130.0,화곡본동시장 버스정류장,7,서울특별시 강서구 화곡로 196 강서구 화곡동 109-12,37.54275131,126.84262085,강서구
1131.0,꿈돌이공원 앞,8,서울특별시 강서구 화곡로 232 강서구 화곡동 94-6,37.54644394,126.84545898,강서구
1132.0,등촌역 7번출구,10,서울특별시 강서구 공항대로 지하 529 강서구 등촌동 505-3,37.55110931,126.8637085,강서구
1135.0,강서구의회,10,서울특별시 강서구 등촌로 185 강서구 등촌동 608-4,37.54653168,126.86254883,강서구
1136.0,등촌2파출소,10,서울특별시 강서구 등촌로 167 강서구 등촌동 608-6,37.54478836,126.86199951,강서구
1137.0,등촌2동주민센터,10,서울특별시 강서구 등촌로 143 강서구 등촌동 577,37.54143143,126.86322021,강서구
1139.0,용문사 버스정류장,8,서울특별시 강서구 등촌로 95 강서구 등촌동 579,37.53699112,126.86336517,강서구
114.0,홍대입구역 8번출구 앞,15,서울특별시 마포구 양화로18길 3 192-5,37.55706024,126.92442322,마포구
1140.0,목동사거리 버스정류장,15,서울특별시 강서구 등촌로 19 강서구 화곡동 939-3,37.53139877,126.86360931,강서구
1141.0,곰달래 문화복지센터 1-1,10,서울특별시 강서구 강서로5길 50 강서구 화곡동 941-2,37.52906036,126.84848022,강서구
1145.0,곰달래 문화복지센터 1-2,10,서울특별시 강서구 강서로5길 50 강서구 화곡동 941-2,37.52891922,126.8480835,강서구
1146.0,곰달래사거리,10,서울특별시 강서구 곰달래로 51 355-48,37.53033829,126.83825684,강서구
1148.0,볏골공원,10,서울특별시 강서구 까치산로4길 22 강서구 화곡동 98-148,37.54146957,126.84477997,강서구
1149.0,신방화역환승주차장,13,서울특별시 강서구 마곡서1로 111-12 신방화역환승주차장,37.56728363,126.81827545,강서구
115.0,사루비아 빌딩 앞,15,서울특별시 서대문구 연희로 6 516,37.55893326,126.92711639,서대문구
1150.0,송정역 1번출구,10,서울특별시 강서구 공항대로3길 18 송정역 1번출구,37.56155014,126.81047821,강서구
1151.0,마곡역1번출구,25,서울특별시 강서구 마곡동 727-716 마곡역2번출구,37.56023407,126.82347107,강서구
1152.0,마곡역교차로,10,서울특별시 강서구 마곡동 728-168 마곡역7번출구,37.55831146,126.82652283,강서구
1153.0,"발산역 1번, 9번 인근 대여소",10,서울특별시 강서구 공항대로 281 발산역 4번출구,37.5588913,126.83721924,강서구
1155.0,기쁜우리복지관,10,서울특별시 강서구 가양동 1458-15 기쁜우리복지관,37.56925964,126.84841919,강서구
1157.0,강서구청,8,서울특별시 강서구 화곡로 302 강서구청,37.55065918,126.84976959,강서구
1158.0,가양역 8번출구,20,서울특별시 강서구 양천로 지하 485 가양역 8번출구,37.56103516,126.85481262,강서구
1159.0,서서울모터리움앞,20,서울특별시 강서구 양천로53길 30 서서울모터리움앞,37.56585312,126.84659576,강서구
116.0,일진아이윌아파트 옆,5,서울특별시 서대문구 동교로 290 일진아이윌아파트 옆,37.56454086,126.92707062,서대문구
1160.0,양천향교역 7번출구앞,20,서울특별시 강서구 양천로 지하 341 양천향교역 7번출구 앞,37.56768036,126.84089661,강서구
1161.0,강서면허시험장앞,10,서울특별시 강서구 남부순환로 171 강서면허시험장앞,37.54969406,126.819664,강서구
1162.0,공항초등학교건너편,10,서울특별시 강서구 마곡서1로 68 공항초등학교건너편,37.56267929,126.82047272,강서구
1163.0,방화동강서기동대앞,10,서울특별시 강서구 방화대로34길 65 방화동 강서기동대앞,37.57049942,126.82008362,강서구
1165.0,마곡중학교 후문,20,서울특별시 강서구 마곡중앙5로 58 마곡중학교 후문,37.56844711,126.82164764,강서구
1166.0,강서구립등빛도서관,10,서울특별시 강서구 강서로62길 48 강서구립등빛도서관,37.56256866,126.84246063,강서구
1167.0,마곡수명산파크3단지 교차로,15,서울특별시 강서구 수명로 72 마곡수명산파크3단지 교차로,37.5534668,126.82592773,강서구
1168.0,마곡엠밸리10단지 앞,10,서울특별시 강서구 마곡중앙1로 72 마곡엠밸리10단지 앞,37.56022644,126.81906891,강서구
1169.0,염창역 1번 출구,8,서울특별시 강서구 공항대로 625 염창역 1번 출구,37.54719925,126.87448883,강서구
117.0,홍은사거리,25,서울특별시 서대문구 통일로 483 홍은사거리 앞,37.59115982,126.94132996,서대문구
1170.0,강서구보건소 (삼성디지털 프라자),11,서울특별시 강서구 공항대로 571 강서구보건소 (삼성디지털 프라자),37.54917908,126.8687973,강서구
1171.0,염창동 새마을금고 건너편 (모닝글로리),8,서울특별시 강서구 양천로 696 염창동 새마을금고 건너편 (모닝글로리),37.55004883,126.87316132,강서구
1172.0,가양3동 주민센터,8,서울특별시 강서구 허준로 202 가양3동 주민센터,37.56124878,126.86058044,강서구
1173.0,강서구청사거리(SH타워),15,서울특별시 강서구 공항대로 411 강서구청사거리(SH타워),37.55625916,126.85331726,강서구
1174.0,강서구청사거리(부민병원),9,서울특별시 강서구 공항대로 395 강서구청사거리(부민병원),37.55659866,126.85147095,강서구
1175.0,대한항공 인력개발센터,15,서울특별시 강서구 공항대로 453 대한항공 인력개발센터,37.55437851,126.85753632,강서구
1177.0,수명중․고교,10,서울특별시 강서구 수명로1길 16 마곡수명산파크4단지아파트 401동 앞,37.55010986,126.82367706,강서구
1178.0,개화산역 2번 출구,10,서울특별시 강서구 양천로 22 개화산역 2번 출구,37.57247162,126.8061676,강서구
118.0,광흥창역 2번출구 앞,10,서울특별시 마포구 독막로 지하165 243-3,37.54773331,126.9317627,마포구
1180.0,마곡엠밸리 15단지(1502동) 건너편,15,서울특별시 강서구 마곡중앙로 36 마곡엠밸리 15단지(1502동) 건너편,37.55746841,126.82971954,강서구
1181.0,농수산식품공사 (강서지사),10,서울특별시 강서구 발산로 40 농산식품공사 (강서지사),37.55104446,126.8184967,강서구
1182.0,KBS 스포츠월드,20,서울특별시 강서구 공항대로 376 KBS 스포츠월드,37.55687714,126.84880829,강서구
1183.0,KC 대학교,10,서울특별시 강서구 까치산로24길 47 KC 대학교,37.54832077,126.85340118,강서구
1184.0,마곡13단지,15,서울특별시 강서구 방화대로7길 6 마곡13단지,37.55644989,126.815979,강서구
1185.0,등촌9단지,10,서울특별시 강서구 화곡로63가길 92 등촌9단지,37.56290054,126.84947205,강서구
1186.0,송정중학교,10,서울특별시 강서구 방화대로5길 7 송정중학교,37.55472946,126.81609344,강서구
1187.0,강서수산물도매시장,15,서울특별시 강서구 발산로 24 강서수산물도매시장,37.55302048,126.818367,강서구
1188.0,롯데중앙연구소,8,서울특별시 강서구 마곡중앙로 201 롯데중앙연구소,37.57138062,126.82833862,강서구
119.0,서강나루 공원,10,서울특별시 마포구 창전로 30 서강나루공원,37.54528427,126.93105316,마포구
1190.0,마곡역 교차로(2번출구),10,서울특별시 강서구 공항대로 지하 163 마곡역 교차로(2번출구),37.5605011,126.82665253,강서구
1191.0,마곡역 교차로(NH농협),9,서울특별시 강서구 마곡중앙로 76 힐스테이트에코마곡역,37.5602417,126.8271637,강서구
1192.0,마곡수명산파크 209동 건너편,10,서울특별시 강서구 마곡중앙로 36 마곡수명산파크 2단지 209동 건너편,37.55553818,126.82675934,강서구
1193.0,마곡센트럴타워 1차,15,서울특별시 강서구 공항대로 227 마곡센트럴타워 1차,37.55947113,126.83207703,강서구
1194.0,센서텍㈜,10,서울특별시 강서구 마곡중앙8로3길 21 케이티엔에프빌딩 인근,37.56330109,126.83682251,강서구
1195.0,코오롱One&Only타워,20,서울특별시 강서구 마곡동로 110 코오롱글로벌㈜,37.56412888,126.83431244,강서구
1196.0,서울식물원(문화센터) 건너편,15,서울특별시 강서구 마곡동로 161 서울식물원(문화센터) 건너편,37.56824112,126.83583069,강서구
1197.0,엘펠리체 호텔 건너편,20,서울특별시 강서구 강서로 247 엘펠리체 호텔 건너편,37.5602417,126.8358078,강서구
1198.0,LG 사이언스파크,20,서울특별시 강서구 마곡중앙10로 10 LG 사이언스파크,37.56254959,126.82743835,강서구
120.0,신수동 사거리,5,서울특별시 마포구 토정로 211 371-11,37.54524231,126.93411255,마포구
1200.0,개화광역환승센터,10,서울특별시 강서구 개화동로8길 38 개화광역환승센터,37.57844925,126.79897308,강서구
1201.0,가락시장역 3번 출구,10,서울특별시 송파구 송파대로 지하 257 송파구 가락동 214-3,37.49317932,127.11854553,송파구
1203.0,밀리아나2빌딩 앞,20,서울특별시 송파구 송파대로28길 24 송파구 가락동 100-2,37.49372864,127.12062073,송파구
1204.0,거여역 3번출구,10,서울특별시 송파구 오금로 지하 499 3번출구,37.49334335,127.14472961,송파구
1205.0,종합운동장역 4번출구,15,서울특별시 송파구 올림픽로 8 송파구 잠실동 50,37.51042938,127.07137299,송파구
1206.0,9호선종합운동장역 9번출구,20,서울특별시 송파구 올림픽로 지하 23 송파구 잠실동 53-4,37.51128006,127.07823944,송파구
1207.0,마천CU우방점 앞,10,서울특별시 송파구 성내천로 233 송파구 마천동 200-58,37.49975586,127.15250397,송파구
1208.0,풍납현대아파트쉼터,20,서울특별시 송파구 풍성로14길 19 송파구 풍납동 465,37.52967453,127.11978912,송파구
1209.0,잠실나루역 (2번 출구 쪽),20,서울특별시 송파구 오금로 20 송파구 신천동 15,37.52045059,127.10420227,송파구
121.0,마포소방서 앞,15,서울특별시 마포구 창전로 76 100-18,37.54976654,126.93317413,마포구
1210.0,롯데월드타워(잠실역2번출구 쪽),30,서울특별시 송파구 올림픽로 293-19 송파구 신천동 28,37.51312637,127.10095978,송파구
1211.0,방이삼거리,7,서울특별시 송파구 석촌호수로 298 송파구 신천동 33,37.51210403,127.10778046,송파구
1212.0,송파역 2번 출구앞,10,서울특별시 송파구 송파대로 지하 354 송파구 가락동 459-4,37.49941254,127.11286926,송파구
1213.0,백토공원 앞,20,서울특별시 송파구 양재대로72길 47-8 송파구 오금동 6-2,37.50765991,127.13273621,송파구
1214.0,오금역 7번 출구 인근,10,서울특별시 송파구 오금로 지하 321 송파구 오금동 44-2,37.50259399,127.1276474,송파구
1215.0,올림픽공원역 1번출구 앞,15,서울특별시 송파구 양재대로 지하 1233 송파구 방이동 89-28,37.51657104,127.13153839,송파구
1217.0,송파파인타운 7단지,15,서울특별시 송파구 충민로4길 19 송파구 장지동 839-4,37.47930527,127.12979889,송파구
1218.0,방이역 4번출구,12,서울특별시 송파구 양재대로 지하 1127 송파구 방이동 217-2,37.50896835,127.12583923,송파구
122.0,신성기사식당 앞,10,서울특별시 마포구 독막로 223-1 50-2,37.54745865,126.93837738,마포구
1220.0,잠실본동주민센터뒤 잠실근린공원,15,서울특별시 송파구 백제고분로15길 7 송파구 잠실동 230,37.50569153,127.08403778,송파구
1221.0,삼전사거리 포스코더샵,10,서울특별시 송파구 백제고분로 188 잠실포스코더샵,37.50419998,127.08753204,송파구
1222.0,잠실새내역 5번 출구 뒤,15,서울특별시 송파구 백제고분로 95 송파구 잠실동 19-10,37.51198196,127.08505249,송파구
1224.0,아시아지하보도 2번 출구,15,서울특별시 송파구 올림픽로 74 송파구 잠실동 20,37.51216888,127.07893372,송파구
1226.0,잠실4동 주민센터 옆,10,서울특별시 송파구 올림픽로35길 16 송파구 신천동 20-50,37.52007675,127.11236572,송파구
1227.0,거여역 8번출구 뒤,10,서울특별시 송파구 오금로 지하 499 송파구 거여동 20-14,37.49312592,127.14382172,송파구
1228.0,마천사거리,10,서울특별시 송파구 거마로 51 송파구 거여동 133-60,37.49769974,127.14620209,송파구
1229.0,송파체육문화회관 앞,15,서울특별시 송파구 양산로 15 송파구 거여동 289-9,37.49068832,127.14312744,송파구
123.0,문화촌 공원,20,서울특별시 서대문구 홍제동 277-23 277-23,37.59432983,126.9473877,서대문구
1230.0,송파중학교 정문,10,서울특별시 송파구 동남로 203 송파구 가락동 195-1,37.49567032,127.13059235,송파구
1231.0,잠실역 6번출구,10,서울특별시 송파구 석촌호수로12길 3-5 송파구 잠실동 31,37.51408768,127.09902954,송파구
1232.0,롯데마트 주차장 옆,10,서울특별시 송파구 석촌호수로12길 3-19 송파구 잠실동 39,37.51208878,127.09619141,송파구
1233.0,잠실3거리(갤러리아팰리스),9,서울특별시 송파구 석촌호수로12길 3-17 송파구 잠실동 38,37.51050949,127.09336853,송파구
1235.0,잠실트리지움310동 옆,15,서울특별시 송파구 잠실로 62 송파구 잠실동 36-1,37.50833893,127.0881424,송파구
1239.0,문정 법조단지3,20,서울특별시 송파구 정의로 30 송파구 문정동 396-3,37.48084259,127.11801147,송파구
124.0,서강대 정문 건너편,20,서울특별시 마포구 서강로16길 72 84-5,37.55113983,126.93698883,마포구
1240.0,문정 법조단지4,10,서울특별시 송파구 새말로 62 송파구 문정동 305-24,37.48057556,127.11856842,송파구
1241.0,문정 법조단지5,15,서울특별시 송파구 새말로 62 송파구 문정동 398-5,37.48123932,127.11979675,송파구
1242.0,문정 법조단지6,15,서울특별시 송파구 법원로 101 송파구 문정동 361-1,37.48209,127.11974335,송파구
1243.0,문정 법조단지7,20,서울특별시 송파구 법원로 101 문정동 346-2,37.4845314,127.12016296,송파구
1244.0,문정 법조단지8,7,서울특별시 송파구 법원로 101 문정동 619,37.48153687,127.12212372,송파구
1245.0,문정 법조단지9,10,서울특별시 송파구 법원로 101 문정동 619,37.47946548,127.12532806,송파구
1246.0,문정 법조단지10,30,서울특별시 송파구 송파대로 지하 82 장지동 201-5,37.47750854,127.12632751,송파구
1247.0,문정 법조단지11,15,서울특별시 송파구 법원로 101 문정동 627,37.4788208,127.12351227,송파구
1248.0,방이초등학교,20,서울특별시 송파구 위례성대로 114 송파구 방이동 75,37.51396179,127.12167358,송파구
1249.0,아주중학교건너편,10,서울특별시 송파구 도곡로 446 송파구 잠실동 128,37.50546265,127.0773468,송파구
125.0,서강대 남문 옆,15,서울특별시 마포구 백범로 35 1-30,37.54948425,126.93894958,마포구
1250.0,문정2동 주민센터,10,서울특별시 송파구 중대로 16 송파구 중대로 16,37.48987198,127.11083984,송파구
1251.0,석촌역 2번출구,10,서울특별시 송파구 송파동 68 석촌역 2번출구,37.50593185,127.10774994,송파구
1253.0,오금역 3번 출구 뒤,10,서울특별시 송파구 가락동 10-15 오금역 3번 출구 뒤,37.50165176,127.12818146,송파구
1256.0,문정현대아파트 교차로,8,서울특별시 송파구 문정동 3-2 문정현대아파트 교차로,37.49113083,127.12580872,송파구
1257.0,가락시장역 롯데마트앞,20,서울특별시 송파구 가락동 214-15 가락시장역 롯데마트앞,37.49209976,127.11775208,송파구
1258.0,가락미륭아파트 앞,10,서울특별시 서울 송파구 가락동 195-4 가락미륭아파트 앞,37.49319839,127.1289978,송파구
1259.0,방이역 1번출구,15,서울특별시 송파구 오금동 17-20 방이역 1번출구,37.50898361,127.12659454,송파구
126.0,서강대 후문 옆,20,서울특별시 마포구 대흥로 122 38-16,37.55041122,126.94384766,마포구
1260.0,방이동 한양3차아파트 옆,8,서울특별시 송파구 방이동 225-1 방이동 한양3차아파트 옆,37.50630188,127.12139893,송파구
1262.0,송파여성문화회관 앞,10,서울특별시 송파구 송파동 2-3 송파여성문화회관 앞,37.50580215,127.10971832,송파구
1263.0,장지공영차고지,10,서울특별시 송파구 장지동 861-6 장지공영차고지,37.48054123,127.1370163,송파구
1264.0,천호역 10번 출구 앞,8,서울특별시 송파구 풍납동 490-16 천호역 10번 출구 앞,37.53858185,127.12280273,송파구
1265.0,문정동 근린공원,10,서울특별시 송파구 문정동 38-3 문정동 근린공원,37.48598862,127.12476349,송파구
1266.0,문정동 글샘 공원,10,서울특별시 송파구 문정동 627 장지동 글샘 공원,37.47880936,127.12000275,송파구
1267.0,올림픽공원 남2문 앞,15,서울특별시 송파구 올림픽로 424 올림픽공원 남2문 앞,37.51424026,127.12306976,송파구
1268.0,몽촌토성역 1번출구 옆,15,서울특별시 송파구 방이동 88-21 몽촌토성역 1번출구 옆,37.51728821,127.11419678,송파구
1269.0,리센츠아파트,10,서울특별시 송파구 올림픽로 135 리센츠아파트,37.51194382,127.09121704,송파구
127.0,현대벤처빌 앞,15,서울특별시 마포구 백범로 10 31-213,37.5535202,126.93695068,마포구
1271.0,송파도서관,15,서울특별시 송파구 동남로 263 송파도서관,37.49998474,127.13539124,송파구
1274.0,영파여고 앞,20,서울특별시 송파구 올림픽로 565 영파여고 앞,37.53284836,127.12104797,송파구
